review,results
i think its funny how hoes talk bout being faithful,1
glad i m getting outta atlanta nothing but a bunch of niggas in amp outta jail amp dumb bitches with mad kids fuckin em,1
looks like my highlight of the night will be getting lewis and having a quick fag outside work shite,1
rt 304 i wish they made a hoe fax id be like show me the hoe fax before dateing a girl,1
rt females always complaining about some shit niggas ain t doing right like bitches don t have flaws,1
rt somewhere between i need therapy and bitch im fine,1
grow up 8220 rt 8220 just because a nigga has hoes doesn t mean he doesn t love you 8221 http t co kkdh6dtlfl 8221,1
yeah it s fuck that jigsaw faced bitch everyday b,1
ion sneak diss on broke bitches 128530 128079,1
im sorry i use to be on that shit but im not worried about the next bitch unbothered threatenwho,1
that pussy best be shaved for the holidays,1
bout2gocrazy aintnolevelz2disshit hungrier then a phat ho on a diet ig http t co nzubuc2qpr,1
soap i wish some pussy tho rt what does your beard smell like,1
elizabeth is a stupid hoe,1
lol 128514 128557 i just remember that same bitch said she liked my hair then asked is it yours smfh wut yes,1
rt look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there,1
your pathetic plan failed enjoy my phone you fucking monkey let me see your ass at benton park you wanna talk shit i ll carve your face,0
rt jsu coach omar johnson it s what u do against the ball u throw it hit it catch it doesn t matter if the yankees are 8230,2
geekylesbianscientists theblairbetch douglasrichardsonships kayla bird okay but consider this though http t co zahyxtavvo,1
i don t have no type bad bitches is the only thing i like,1
rt yeaboo ion like bitches that do slick shit just be straight up nd let me know wassup 128129 128175,1
do it then pussy,1
faggots killed jesuschrist gt hello but whatever go ahead gaymarriage yourself into pharaoh s pockets gt,1
maybe reluctantly but they ve done it what does this mean for a discrimination law in the state culturally for queer people in the state,1
rt and she s watchin him with those eyes and she s makin him linguine amp clams with that body i just know it,2
rt s o to all those girls who are curled up in a ball in their bed waiting for that goodnight text go to sleep bitch he 8230,1
rt some bitches be like im far from ugly naw hoe you re closer than you think,1
rt rohan a bitch yo 128514 128514,1
old hoes get mad when you don t show them the attention they want,1
rt illegals bringing diseases across border contagious patients separated from others by yellow tape pregnant teens http 8230,2
like some of the worst lyrics they post are beautiful but just because they don t know what they re talking about it s trash,2
stupid fucking cunt,1
yeah bitch,1
8220 neecol like why tf is this bitch following me 8221 128064,1
got a bitch so bad you can t afford to fuck,1
that nigga john ain t ah real older nigga forreal he let vick brotha bitch out on maplerow,1
rt no 9981 65039 for you hoes,1
rt i want to eat as much pussy as i can before lent m4w 29,1
me and bryan still out this bitch,1
go back to nigeria faggot,0
in every cartoon theirs alway a nuffsaid15 saving these hoes lmao http t co 9ukd8wtz6x lmao damn captain saveahoe,1
bitch nobody want you,1
rt emma watson http t co fgkf5auklo,2
lmaooo dj 8217 s stranger danger im just a coon,1
ugh i m such a little bitch 128514,1
rt what you still doing up my nig,1
niggas are so fucking gay and they try to cancel it out by saying nah were bros it s cool nahhhhhaahahahaha you a faggot bruh,0
i didn t wanna see your hoe ass pictures anyways take care of your fuckin kids too,1
rt issue swagggg those rich son s of bitches too gready smh,1
drink up bitches,1
lil bitch ass,1
i m not weird you re just a faggot,0
cait but you were too busy being a raging bitch and not caring that your best friend was going through hell so there s my punch 128139,1
shut the fuck up i sent my sister a picture of a mini brownie and she was like is that a shroom like i wish 128514 128514 128514,1
rt katrinasalazar this what most of yall hoes need to admit https t co sxz6y0hrr0,1
you can call me a bitch ok but a the thief get out of here smdh,1
delete this lmao rt bruno mars and el debarge both cop blow from the same nicca but don t mind me tho,1
rt freshmanadvice rolling backpacks get all the bitches,1
there is a trash bag in my hall thats been there for like 2 wks weird thing it changes consistency every few days,2
who told this midget hoe to start stripping,1
photo giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls http t co ljejfufulk,2
all i wanted was a hundred million dollars and a bad bitch,1
shut up bitch,1
hefner lmaooo hell naw nigga you must was playing school of blind and cripple,1
rt and if you aint a hoe get up out my traphouseeee http t co gfohputvhp,1
rt charlie understood 128299 how to keep those percentages 128201 lower http t co 8230,2
tee13 best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil,0
extra yellow,2
damn hoe you so ugly even hello kitty said goodbye,0
in san diego niggah,1
rt that shit could break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,1
why don t you text your own mom dumb bitch,1
rt andtits23 lewis so trash lmao,2
rt dese hoes be actin up,1
tyga and drake two light skin bitches but if had to choose in a fight i would go with the guy from compton over the one from toronto,1
rt beautifulkeezy 8220 8220 beautifulkeezy where tf lyssa toilet mouth ass 128064 128530 8221 wassup 8221 you be twatching hoe 128514 128514,1
bt dubz ur best pals bitch about u to me quite often stoplivingafuckinglie hatredisincreasing,1
u serious bro lol rt 2 3 10am early bird special,2
rt i can do somethin good but im always gon be a wetback coo 9996,0
jeff hank studd shut up nigger,0
rt first i need some pussy tonight 128525 128166,1
rt idc about yall bitches yo,1
yeah okay let s just put a fire cracker in a cow pie and see what happens,2
og old faced hunnids with a young hoe,1
128553 128514 rt vinchi3 bitches they get bat or sumn ak voice,1
fuck 5 0 i make my own rules suck my dragon balls bitch call me goku,1
gas is always cheaper in the ghetto,2
but but but you said vibe which means i have to say bitch don t kill my vibe,1
i swear nobody actually cares about valentine s day unless they are single amp jaded and want to bitch 10060 11093 65039 10060 11093 65039 127801,1
rt ugh white trash http t co bldnkqugf3,1
every1 is so over the bigass bitches,1
i love how people use twitter to just bitch an complain fuckyou,1
i loved her as much and as long as i could ma niggah,1
they took it there bro you know i m civil rt wait a minute lol don t get ghetto v,2
rt fear mongering by the left is dying wake up who are you going 2 believe charlie rangel and hussein or mia love and c 8230,2
rt tyga makes you think about fucking a bunch of bad bitches j cole makes you motivated drake makes you wanna think abou 8230,1
rt rape is never something to mock like this i stand with jada jadapose http t co uebuobwtbg,2
8220 traded in my nikes for a new mic i guess it s safe to say he sold soles for his new life bada 8221,2
lads being lads http t co f3ujcyj4of fuck yeah i love scally lad action hot trainers too,1
8220 dior 8220 smokereg dior you tweaking rich homie is trash 8221 you damn near still listen to lil b 8221 wow 128553,1
are we still talking about animals i know some asian folks that would love to see how you prepare your pussy before eating it,1
pretty girls wit bird brains what a waste smh,2
8220 your opinion is irrelevant because you 8217 re a cunt 8221,1
shoot you and your shorty bitch,1
rt this shit is like 45 minutes away and it s 1 am so clearly i am in desperate need of some pussy bruh so i pull up to this 8230,1
i feel bad having this info but at the same time karmas a bitch,1
lexisperez he ate my pussy i could,1
brandiiii plot twist you have no penis penny would make that bitch like a balloon balloons and bitches can all float,1
rt my dick is called batman because bitches love it when my dark knight rises,1
hell yeah bro http t co 9yib45ud6c fuck yeah sexy scally lad in hot gear,1
california is full of white trash who moved from oklahoma,0
because them niggas that told you bitch made amp they not real niggas or any kind of real,1
rt so many groupie hoes in the condo its a group home,1
rt 10 brownie points for you,2
fuck you faggot hoesss grow up rt i m gonna be an old ass man still playing video games,0
yeen no real nicca if yeen got no porn sites n your internet history,1
these hoes everybody hoes lol go at any bitch bet u get her easy,1
some cunt go get me amber leaf and papers cani be arsed walking to nisa lazy,1
candy9 god wrote em now think again coon,1
chris now jimmy want to talk trash would ve should ve could ve now chris stop talking and spitting,2
he sound like a bitch,1
national review calls gay marriage lawlessness http t co qptreda6yv oregon tcot gop nom lol teabaggers,2
rt jeff hank studd fuck no id be gettin swole in there like everyday nigger,1
if you delete tweets over one hour after you tweet them you are a gigantic pussy,1
y all bitches want a good dude but can t be real at all then want to blame them for their reaction to your bullshit grow the fuck up,1
everyone that says letsmakeitawkward is a queer justmadeitawkward,1
rt mauri my internet aint get transfered yet pussy,1
rt trassshhh rt obeamen them 13 s that come out this weekend so trash,2
cut deses bitches off like hibachi 9986 65039,1
8220 b never worried about the next bitch always worryin about the next meal i m tryna fuckin eat fuck what you talkin bout 8221 128525 128175 128175,1
rt kim k lil sisters some hoes,1
happy columbus day even billmaher likes cocaine and columbus what the fuck is wrong with you liberals fuckin moron retards,0
rt anything said bout my moms b would of led to a bitch getting stone cold stunner,1
nigga be a straight gentleman then he speaks bitch comes with that funky ass attitude then the gentleman shit goes out the window,1
fuck are you talkin about rt its like the guy that asks for your number and then says you ugly and a bitch when you say no 8230,1
rt if i was a girl like that u would probably eat my pussy jasper,1
every time my mom calls me it s to bitch at me about something lol,1
rt midy kashhh lol oh godddddd bitch is you really coming amp how late you gon be lls,1
i ve seen majorleauge with charlie sheen and the giants committed sin when they worshipped barrybonds as a batting coach gt,2
8220 i got a natural mean face i be havin mean mugs and ion even be knowin bitch shut the fuck up 8221 right,1
rt all bitches is crazy,1
sooo my first aid cpr certification came in handy tonight glad i didn t lose my monkey,2
happppppy birthdayyyy 1041191 1041196 1043215 lol niggahs is really 21 in this bitch 1043358 1041219 http t co yatu7pbshx,0
rt you might be a liberal if you continue to trash america claiming how horrible and evil it is yet you refuse to leave,2
you mad cuz i was in the van with yo bitch with both hands on her tits,1
our professor said hoes and he said butt hurt what a boss,1
rt free tino lul hoe 9995 128275,1
rt hoes is hoes niggas be mad cuhz they be tryna cuff the hoes cuh,1
this bih stay in this ghetto ass neighborhood,1
yo can i sublet your pussy shitfahdsays,1
rt finae jumanji8 low key miss you bitches 128517,1
rt sweettay this bitch just blew my high 128514 128514 128514 128514 128514,1
4 murphy stop being a pussy,1
i want some monkey bread 128553 128588,2
its not always good to have haters sometimes you re just a stupid bitch,1
i fucken can t stand little cunts that write a damn essay on how the feel about something on facebook gross,1
rt era cuff her crazy boy you might not ever find another especial not these dirty crew fucking party hoes out here 8230,1
wuss up bitch,1
i don t know what you been told but i love them project hoes,2
rt i m rich bitch http t co spld2zible,1
if only i dated a girl that lived off mack road i could just get the holy trinity of sacramento ghettos on a daily basis,2
i ve only like about 3 pair they re overpriced trash,2
jpg nah im forreal both of yall pussies smell like some dried up crusty fish guts,1
and mad hoes you can ask beavis i get nothing butthead,1
8220 oreo ice cream cake 128588 http t co dvabpmgqjo 8221 128525,2
porn android iphone ipad sex xxx hairy hairy pussy http t co ntg2b0qdmx,1
rt i could never date someone who isn t goofy nobody s tryna date a bland boring ass bitch,1
lmao wallah you re nasty bitch,1
rt i kno u wanna roll w a bitch like me,1
chicks love these ugly hipster faggots prolly cause they look like the dad that was never in their life,0
rt when a hoe gets too friendly with bae 128545 128548 128127 128298 http t co figgthzk0l,1
i hope you realize that your both retarded,1
rt i hate when people say you can t befriend a hoe how bitch how 1 i m only held accountable for my pussy 2 it s all about 8230,1
change the game on u bitches 128526,1
hell naw bitch no help,1
gape hey hoe di doe dat is funny if its da girl,1
i hate a hacked at 20k ass hoe,1
rt track girls have the best pussy bethune cookman,1
i love racism blame whitey for everything now that you mention it i bet the white man put the desert tortoise on bundyranch,0
she think she bad but my bitch meaner,1
rt trash liars rt these law students are terrible liars htgawm,2
hoe b4 bros smh,1
pinche panamonos negros me dan asco,2
jason idgaf what your name is scary ass give me a real address hoe,1
rt tommy voeckler keeps the yellow andy schleck does the break of the tour and contador is broken incredible day for tdf,2
lmao joe was calling whitehouse offering advice yeah the president cares what a disgraced former redneck house guy from fl says morningjoe,2
19 shut up chink,0
charlie bit me,2
128514 128514 bitches aint shit,1
y don t both of those fat bitches die,1
rt guys be like man fuck that bitch 128563 but deep inside they miss that bitch still love that bitch amp want that bitch 8230,1
i ll come rape your wife bitch boy,1
ayy yo lakee my nigga chrisjones be all up on da pussy not lettin dat muafucka breathe,1
i masturbated into the lingerie catalog out of spite how dare she throw it in the trash before i get to look at it,1
if a nigga is watching love and hiphop instead of the playoffs he gay denna bitch,1
the easiest way to have sex with a chick is to smell good make her laugh take her to get food and then fuck her right in the pussy,1
still can t see what niggers see in them white hoes,1
rt look at u now u pregnant stupid bitch lol,0
rt turn up about to be real marriott with my bitches for the weekend mansion tonight adult swim tomorrow 128131,1
that would be so weird and uncomfortable working at one of those whore coffee stands like i would freeze my ass off those bitches get naked,1
a video i made porn actress sexy capri anderson kissing video with charlie sheen http t co vth4r762 via,2
rt rt if i text you up that means is it safe for me to come and eat the pussy until i reach cream filling gt 128563 8230,1
niccas use to be like you always tryn pull a finesse duh nicca i need mine,1
i take a bitch home give her long dick,1
porn android iphone ipad sex xxx xxx hairy alicia silver amp tinslee reagan hairy pussy 65533 http t co toljqdxee3,1
rt 8220 white twitter when they get in an argument https t co u4dfp2xj9b 8221 i wouldve bitch slapped her into 8230,1
might buy your bitch a bag this weekend idk,1
rt bitches came over yeah we threw a party http t co t0wnbyvlrz,1
waddup let s go right now bitch and i knocked you last time let s fight right now,1
sweet36 try visiting at night for a real spook,2
marijuana hydro pussy hoe ass titties,1
8220 larsen when you live this gay you can t be afraid of two black dicks in your butt you fucking queer,0
all of these rednecks and none of them can keep the fire lit 128514 128514,0
sauerkraut saul is a punk ass bitch,1
i swear des hoes just making up challenges now,1
she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec,1
yes every guy is a bitch today lol smh,1
then this bitch singing sounds like a horse being choked,1
i despise clich 233 s you aint original bitch you are a copy deleted,1
8220 when you gonna take me out rt some hoes not gonna let you come over until you spend money on them 8221 listen,1
you and me having twitter bird shaped pancakes that would just be a start,2
dodgerofzion asked a giant green rooster walks in carrying a tray of brownies you may have a brownie in http t co rn0swwuiq9,2
rt i m never watching brave heart again you cunts don t want freedom,1
you ain t gunna do shit spear chucker,0
have you ever thought a bitch was wet as fuck but woke up the next morning amp realized that she was just on her period,1
happy birthday my nigguh gotnohoes,1
i wasn t born last night i know these hoes ain t right,1
8220 saw a homeless man sleeping in a box surrounded by bubble wrap must be his new alarm system 8221 you aren t even funny bitch,1
i could have that chick there boobs in my face and score the fight better than the bitch that made it 114 114,1
these hoes superweak,1
cuh this is our scrum 9994 fallsevens distonga niniwubbsme we re finna smash some bitches 128170 128079 rugby http t co 6vufvao2ek,1
she gonna pop that pussy for a real niggaa,1
really bitch,1
rt run differentials mets 14 yankees 32,2
i miss having jihadist bitches in my crosshairs ahhh the good ol days,1
rt i don t do nothin for no bitch that she wouldn t do for me,1
f u tumblr bc my blog is black amp white but there s so many great colored things i could reblog fml,2
8220 http t co rpo0quumbm 8221 how young is this hoe with a m amp m pillow,1
had to change my shit up on u hoes,1
word but what r dms rt a twitter crush is some bitch shit man up amp enter her dm s bruh,1
rt my mother be on some trash man 128514 i ask her everyday you need want some money she say naw i m good but come payday 8230,2
i can turn yo bitch into a eaterrrrrrrrr,1
rt best said by there s a storm brewing bitch lmao,1
people who go to church in hollywood ca are all white trash filth,0
got my own place pay my own bills amp rent amp 2 jobs tf am i worried about a next bitch for,1
rt if she s always been a dyke she s a virgin no way around that her first time eating box don t take her virginity 8230,1
keep it g i never fucked a squirter bitch 128514,1
rt trippy 8220 8220 this bitch real nasty 128518 https t co fxi7gkauh2 8221 128563 8221 128563 128563 ah need her 128076,1
ooo logan pulling bitches,1
nigga payback s a bitch,1
no wonder these ppl that call themselves niggas amp thugs able to convince their hoes false ideas about men like me in our intellectual dress,1
rt you re a little bitch and i m straight up rude,1
em craig i was sleep hoe where you at,1
rt can t wait for the to sweep the cardinals tonight on no matter how bad the cubs are we re gonna beat the bird 8230,2
i m a bitch,1
i cannot express how infinitely better the book is to this trash,2
real niggas let real bitches come 128070,1
some of y all females undercover hoes,1
rt once bitches get the d http t co dewe9ttuz5,1
rt ur fucking white trash,0
rt raven symone s hair be like i m not colored i m american http t co mkx0d4bh2q,2
these celebrity niggas be passing these kardashian hoes around monthly,1
they got the redskins faking injuries,2
as if it wasnt gon get bacc to me 128514 128557 bitch your outta your fuccing mind,1
rt bitches love posting them goals pics showing a range rover mansion and money everywhere bitch you unemployed,1
photo rest in peace to these bad boys some bad advise made me let some old asian dude re glue the sole http t co uprjy6n48k,2
clown ass nigguh,1
southcarolina is full of white trash,0
didnt you propose the brilliant idea of college students packing heat you are a savant dumbass teabaggers,1
rt sterling is a cunt my point is simply until everyone has privately taped conversations released shut the fuck up,1
rt i ll piss on a hoe,1
they re not playing charlie strong s soft don t run up the score mentality they re playing this guy http t co sqedbgu34k,2
you state it gook,0
time to go make the gym my bitch,1
rt she s a sapiosexual i had a jimmy neutron brain blast showed her i m an intellectual and put the pussy on the chainwax,1
csgo bitch,1
rt that awkward moment when you hold the door for someone and they use the door next to it like bitch you better back th,1
byeeeee bitch 128540,1
just trynna have a bad bitch come thru 128564,1
if only my new local mall wasn t so ghetto,1
this hot chocolate and famous amos too bomb right now,2
the birds out tonight,2
dee gordon getting to he can fuck my bitch status with all these sbs,1
when women are so proud that they don t like to cook amp clean bitch stop being lazy it s not cute,1
the rich kids of beverly hills is trash and not even entertaining trash and why do they all look mid thirties,0
free my brother turt and gn bitches,1
nigga grow some balls and concentrate pussy,1
reina yoshii in cock blowing threesome with her hairy pussy teasing 160 cock http t co dt4vmeptv4,1
seriously retarded is a really funny word,1
hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch don t even kno,1
rt stupid ignorant bitch 8220 stopped by chick fil a in the woodlands to support a great business http t co 6,1
rt don t curve the man today in whom you may need to eat your pussy tomorrow,1
rt denzy a hoe 128514 128514 128514,1
yeah they heard i m fucking nuts like the swag of a fag,1
hoes hang wit hoes cuz dey got da same hobbies,1
yankees getting killed,2
it all started in 95 bitch 128118,1
rt not into dressin to impress these bitches or niggas,1
iggy is trending twitter s trash today,2
rt when ya side hoe tryna act up http t co ayfgkvdezi,1
rt dat shit trash 8220 a shirt inspired by s emoji tattoo pre order now http t co vaulgcpkis http t co h 8230,1
with a pussy mullet,1
basss granted cracker isn t that bad because when you say that to a white person your saying their one of the slave,1
kush god bitch,1
i be seein you bitches in the whip wit your boyfriend but he be lookin like your dad so i be eye ballin then here comes ole salty ass bf,1
dis bitch gots spunk,1
and when i say doh doh doh doh bitch that be kdot,1
rt the easy way out rt while you females calling them hoes asking if they want ketchup with they fries http t 8230,1
rt when twitter rappers dm me their trash links http t co yck16zinzz,2
if i ever put my trust ina bitch i ll always be hurt 1041204 1041204,1
we ain t gon talk bout yo partnas cuz dey ain t shit like my niccas,1
rt is so wise yet so young thank you for listening to me bitch 10084 65039,1
rt an ohio inmate sums up what lebronjames return means for cleveland http t co a68mtzqoel http t co bmrzfwstva leb 8230,2
niggas bugging if they think my bitch ain t gunna tell me something ha,1
rt i m sorry but side bitches better than a wife in this era check the stats b lol,1
that nigga so trash,1
the nig ok you re the big time shit talker on twitter no name no face no info,1
rt might see a bitch an forget i hit it,1
rt and if you aint a hoe get up out my traphouseeee http t co kyn7izfw4i,1
rt nick young says that close to 100 000 worth of money watches sneakers and clothes were stolen from his house last nig 8230,2
omg 9 more days in exactly a week i ll be in vegas bitches edclv http t co q1uhzepiyw,1
thanks charlie,2
i m not big on the uncle tom slur anyway but can we at least reserve it for those who earn it not just those who dare to not vote dem,2
dad bought me a brownie shake lovehim,2
that kids a fag,1
8220 x troyy edward did oss he sparkled 8221 128514 128514 bitch reality,1
listing to my dumb ass mom amp just getting my eyebrows done at a new place the bitch fucced them up amp i have picture day tomorrow 128529,1
my mom seen my progress report amp was like so wtf is up wit this b bitch wtf do you not see them 7 a s 128529 tf she just ungreatful 9995,1
ayee hoe,1
rt i rather jack off then fuck hoes tbh that shit boring give me a wife lmfao little be like,1
rt yankees can jump into first place tonight rt if you think they will,2
can i bring another bitch or nah,1
mee pussy,1
don t think anyone is mocking the man i ve seen people mock the bespectacle of social media mourning cultural zeitgeist of,2
i remember 2 of my friends had this and i was jelly rt got hoes had this bitch you couldn t tell me shit bruh http t co kz3eij4ugm,1
gtta fly bitch and she stand out,1
hugh hefner has lived the life that most of us men only dream of the man is 88 and still gettin all the pussy he wants,1
it s the dykes hunter dyke with a dyke http t co lgtw3awmeh,1
rt me waiting on you to take me to ny with you to get my nips pierced 128590 128589 128105 128117,2
trippy hoes 127744 127744,1
this flappy bird game addicting,2
just more teabagger babel these are the same fucks that masturbated to they just hate it when gays r successful,1
these hoes ain t loyal rt man thats the realest shirt i seen tonight a chick with a flip phone robbed me,1
bitch your yuck,1
rt every bitch got a nigga that she gone always fuck with no matter what 128152,1
a message for all of humanity charlie chaplin automatic http t co itdircnt7y,2
one hoe be fine as fuck and the other one be ugly than a bitch,1
im n a tight circle bitch you can t get thru dis loop,1
sighs of relief from beijing guoan fans amp china s govt as club nips japanese rival 2 1 in tense match football http t co eeseor7iba,2
rt amp fuck these bitches,1
rt stressed backwards is desserts that s why bitches eat junk food when depressed,1
these niggas pure pussy i see it in they faces,1
she has zebra tights in her take home bag me and my mom are just 128525,2
wonder if they gon have em for the low on nigger friday,1
it s going down it s going down it s going down lil bitch,1
in with the go to air out with the bad air and where s my next brownie,2
say it again rt supreme alotta you bitches standards are niggas that 8217 s outta yall league,1
sad knowing that most hoes won t fuck with you bc you ain t got stacks wait till friday,1
rt tbt i tried on french s outfit for the freshman cover at that shoot high as fuck off weed brownies 8230 http t co hkiwy 8230,1
yea i m illiterate hot as a skillet bitch 128079,1
it s a recession on everything rt chasing pussy is never attractive,1
hayden1 lol yeah bro good choice but bitches do love foreign whips so it s a personal decision,1
rt keep your avi hoe,1
wagwuan bitches,1
rt 128175 i wish the bitch would http t co 6fm6uigkdm,1
if my bf posts a pic of my daughter just like it and keep scrolling your comments aren t necessary yes bitch i know she s cute,1
rt who got time to be having dem hoes that s aint wassup no more,1
rt bunch of rappers boutta flood the internets w trash remixes,2
rt a sign at checkpoint charlie a well known crossing point between east and west berlin when germany 8230 http t co 0l0kg 8230,2
my sister told me that i look like a bird while my past told me that i look like an alien,2
i feel every song i hear is a soundtrack to my life for 1 relationship against another keep in mind the last song was pussy control,1
rt i come off like a total bitch but if i like you i will literally do anything for you,1
you a fag b,0
taylor swift looks like the kinda bitch you would bring home and only get a dry handjob from,1
rt the only girls that care about being a guys wcw are hoes,1
i wish everyone i knew wasn t a faggot a try hard or a sketchball,1
i wonder what charlie brown would have to say about these days,2
y u a bitch doe,1
i m not dating anyone right now i m giving my pussy a brake,1
rt maaan these hoes be photoshopping rt h damn you suppose to be that nigga how you get catfished,1
get your slow ass out my way bitch,1
only my school wouldnt give kids their schedules ghetto,2
rt when your side bitch tries to hug you in public http t co t5urisxndf,1
rt how bitches be when soccer players take their shirt off http t co xalmdxr2a3,1
m perez they are little bitches when they are proven wrong momsdemand gunsense,1
no i bitch and moan not tears,1
but i can t buy tomorrow that s why i go hard hoe,1
when twitter rappers dm me their trash links http t co 35nmr4auqg,2
somebody help her 128514 8220 diaryofaboss n benjis bitch nigga bye you just want something to say 8221,1
i know i m a hillbilly but is there anything better than a big pot of beans and cornbread little hot sauce on top,2
aww man we had a ball small lil affair set that bitch out,1
fml both or half breed ex at the gym ugh,1
amp ion have a bitch so yeah what s understood don t need to be explained,1
rt ladies if a nigga always wanna go out and party every weekend he basically side hoe shopping,1
lmao if i catch u in tha field i m blowin 128299 128168 128299 128168 128299 128168 8220 will chaysin shut yo bitch ass up opp lol 8221,1
cavs trash too,2
hey now there s no need for foul language you kike,2
rt chrisssssyxo bad bitch give me head like lice,1
dreamchasers2 aint nobody got no time fo dat ghetto black lady voice,1
we do not want you here either suck my pigs arse you muzzie biotch get the phuck out and go back to your hellhole life,1
so how bout now was just trash huh,2
8220 you don 8217 t listen when i talk maybe you 8217 ll listen when i walk 8221 that bitch still won t listen,1
some bitches need to get a life 128175 128079 128524,1
lots my ass just won t be on that hoe,1
brush lets just ignore the silly hoe she s pregnant hella hormones tryna fuck with other people,1
when a hoe go back to her roots,1
8220 8220 my brother a faggot 8221 8221 smh,1
cocky bitches with front teeth that stick out from suckin they thumb lt,1
taylor so they could complain about racial profiling i m sure bloody twats,1
rt this is what all of my bitches say hahaha http t co dhk7eu97dc,1
rt you and me both probably some ghetto piece of shit who has nothing better to do with their lives,1
he was actually crying bitch 128514,1
hennessey venom gt 128584 http t co i8egmnkaj9 that s one sexy bitch,1
r surge for charlie baker r of 9 points in demo state mass against coakley d dog http t co uovtvg5nnm via,2
faggot,0
thanksgiving with some fam shaylay ignore the chink eyes http t co uyvc2qdg,1
rt 05 how ghetto girls start their fights 128514 https t co wykh16plek,1
bitch i m not coming no more you said your making plans,1
putin making look like a bitch on foreign policy,1
8220 what 8217 s going to be your pick for selectionsunday 2for5 watchlikeaking http t co abam30gsk4 8221 dis make colored folk happy,2
rt mason if you re a freshman and you ve fucked 1 4 of the boys in the senior class you re a hoe notcute,1
rt if i had a dollar for every time i died on flappy bird http t co pj8qsbte2l,2
rt blaxican,1
boring amp hack allah and mohamed are also against fags please mention them as well did god take away your balls as punishment,0
truth be told that s all my pussy 128175,1
you look like ac green bitch don t call here anymore,1
i been getting bitches my whole life i been getting money my whole life 128526 128526 128526,1
rt two hoes arguing bout who fucking who for x amount of money lol what,1
giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls http t co 5bbmhaphrd,0
rt its kinda pathetic how these bitches on bgc be 21 amp be acting so childish af,1
rt how bad u want something is meaningless if how bad you re willing to work for the thing u want isn t 10xs as intense as ho 8230,2
rt i love how twat is gender neutral,1
bitch again,1
you re a bitch lol,1
this bitch is not only an idiot but a troll spamblocked so keep spewing ur shit,1
rt god all a nigga trust i can t trust that gun cuz if that bitch jam i m fucked can t trust niggas they bitches got they dicks 8230,1
if you work a graveyard shift she cheating on you off tops somebody else gon be tucking ya bitch in,1
rt monroe bitch you gorgeous,1
rt social network got bitches heads like 128553 http t co bhmuo4x4vu,1
74 128514 128514 128514 dat shit crazy a nicca use to wear dat shit fr,1
naah da twitter bird 128542,2
i was told never fold amp never sell my sole,2
bitch u lame as fuk lol,1
it s throw it in her throat thursdays so make a ghetto gaggler out of her,1
animal crackers are the fuckin bomb yo,1
8220 no yu can t get no money yu silly hoe 8221,1
haha alright well you gotta get here and see this bitch haha you ll scare the shit outta him i already have,1
rt pyt you have a new boyfriend every week tf you doin hoe,0
fat hoes get chose lol,1
that seven lol i m not you just can t be sad about things you can t control but when you walk that stage my nigglet i ll be happy,1
8220 faith evaittakes yea bitch 8221 dam,1
rt seriously florida a vote for charlie christ is a vote for taxes and ebola,2
bitches be like niggas ain t shit naw bitch maybe you just ain t shit,1
rt i love me some down ass bitches,1
im wearin one of walmart jackets around walmart is that ghetto lmao fuck it,1
fuck it its 4 am why am i tweeting as if anyone is going to answer me y all niggers don t reply at 4 pm niggerfag niggerfag niggerfag,1
128520 128525 128176 your my bffl i love you ya funcy bitch 128514 i went finna be faded amp shaded on ya c day 128153 wedemgirlz 128520 128526 128176 128526,1
get a real hair cut faggot i served my country in the marines for 8 years what have u done,1
marie ugly emo trash go cut,0
going to get my id today fucking finally i ll see you retards soon,1
please control yo hoe 128514 128514,1
dumb bitch stfu,1
another bad bitch fuck her for a hour another cigarette another nut another shower,1
rt kenn rt rt chaysin i love money fuc a bitch i won t stress myself and i keep my mouth closed cuz i can 8230,1
rt bae go text your hoes me https t co 5hetoweses,1
whipped out some french in front of some babes at the post office winning,2
all dem colored boys be sayin i dare baby daddy i gots to protect my semen under da lock and key and i wrap 2x,1
justdavilaa 21 look at ur avi u fag,1
salute rt 128221 rt spit on my chest like a nasty bitch,1
jews and white race traitors have to be swept clean so the aryan race can survive,0
shit bitch nigga shit,1
interested just wanted to see a better pic of the soles,2
rt i d get a girlfriend if i had hoes tho lmaoo,1
thanks bitch,1
rt i hope my kids don 8217 t disappoint me by coming out ugly i got too many plans to get hoes indirectly with them,1
bihhh i haven t seen that hoe,1
the homie reallly love fat bitches 128514 128557 128514 like in love,1
rt it 8217 s so unfair that the hoes get to dress up as hoes for halloween,1
play me about twice aye im a pyhscopathic cunt you re dead,1
bitches stay in they feelings 128514,1
same rt that was back when i found myself listening to mad real hip hop zero bitches in sight,1
rt currently taking over ur bitches brain with my creativity and wierdness,1
there is no such rule as tie goes to the runner out or safe yankees johnsterling,2
bout to dub dis bitch,1
rt you other niggas a call up a bitch to fight a bitch naw not me i m whomp that trick so she can feel where i m coming from,0
